user_id,top_ordered_item,avg_cart_item_count,preferred_category,order_party_type,user_region,restaurant_cuisine_type,restaurant_item_popularity,cart_total_value,cart_item_count,cart_cuisine_type,meal_time_segment,day_of_week_type,occasion_type,seasonal_preference,user_item_affinity,item_cooccurrence_score,user_category_affinity,item_price_tier,dietary_type,label_addon_added
67,Kheer,3,Desserts,group,Noida,Desserts,0.284,384,2,Desserts,lunch,weekday,none,monsoon,0.615,1,0.33,medium,veg,0
10,Fries,1,Fast_Food,solo,Navi_Mumbai,Chinese,0.544,486,3,Fast_Food,lunch,weekend,none,monsoon,0.166,0,0.34,low,nonveg,0
183,Chutney,3,South_Indian,group,West_Delhi,Desserts,0.572,413,2,South_Indian,lunch,weekend,none,winter,0.182,1,0.563,low,veg,1
153,Cheesy Dip,2,Fast_Food,solo,Gurgaon,Desserts,0.312,399,2,Fast_Food,snacks,weekend,none,winter,0.368,3,0.74,high,veg,0
15,Roti,1,North_Indian,solo,Noida,Beverages,0.664,419,2,North_Indian,lunch,weekday,birthday,winter,0.071,0,0.531,medium,nonveg,0
161,Milkshake,2,Beverages,solo,West_Delhi,South_Indian,0.243,578,3,Beverages,dinner,weekday,none,summer,0.126,2,0.746,low,veg,0
108,Choco Lava Cake,1,Desserts,solo,West_Delhi,South_Indian,0.154,338,1,Desserts,dinner,weekend,none,monsoon,0.445,3,0.562,low,veg,0
158,Ice Cream,1,Desserts,solo,South_Delhi,Beverages,0.185,327,1,Desserts,dinner,weekend,none,summer,0.447,0,0.646,medium,nonveg,1
138,Fries,1,Fast_Food,solo,South_Delhi,Chinese,0.272,347,2,Fast_Food,lunch,weekend,none,summer,0.486,3,0.585,low,veg,0
28,Chutney,2,South_Indian,solo,Navi_Mumbai,South_Indian,0.336,397,2,South_Indian,dinner,weekend,none,summer,0.407,1,0.243,medium,nonveg,1
178,Fries,3,Fast_Food,group,Navi_Mumbai,South_Indian,0.291,515,3,Fast_Food,lunch,weekday,none,winter,0.257,12,0.074,medium,veg,1
108,Kheer,1,Desserts,solo,West_Delhi,Fast_Food,0.537,423,2,Desserts,lunch,weekday,none,summer,0.148,0,0.571,medium,veg,1
9,Rasgulla,2,Desserts,solo,Navi_Mumbai,North_Indian,0.31,492,2,Desserts,breakfast,weekend,none,winter,0.409,12,0.729,high,nonveg,0
123,Chutney,1,South_Indian,solo,Noida,North_Indian,0.451,408,2,South_Indian,snacks,weekday,none,monsoon,0.49,2,0.568,low,veg,0
166,Burger,1,Fast_Food,solo,Noida,Fast_Food,0.23,329,1,Fast_Food,breakfast,weekend,none,winter,0.369,1,0.286,medium,dairy,0
126,Milkshake,3,Beverages,group,South_Delhi,South_Indian,0.105,369,2,Beverages,lunch,weekday,none,monsoon,0.491,6,0.732,low,veg,1
119,Dal Makhani,2,North_Indian,solo,Noida,Chinese,0.292,615,4,North_Indian,breakfast,weekday,none,summer,0.359,6,0.509,high,veg,0
10,Burger,1,Fast_Food,solo,Navi_Mumbai,Chinese,0.161,350,1,Fast_Food,breakfast,weekend,birthday,winter,0.096,6,0.59,high,veg,1
42,Chilli Paneer,1,Chinese,solo,Gurgaon,Beverages,0.091,450,2,Chinese,snacks,weekday,none,summer,0.138,0,0.356,medium,nonveg,0
127,Cheesy Dip,3,Fast_Food,group,Noida,Desserts,0.393,346,2,Fast_Food,snacks,weekday,birthday,winter,0.631,4,0.601,low,nonveg,0
148,Milkshake,1,Beverages,solo,Noida,Fast_Food,0.108,366,2,Beverages,snacks,weekend,none,winter,0.667,2,0.347,medium,nonveg,0
161,Lassi,2,Beverages,solo,West_Delhi,Chinese,0.297,542,4,Beverages,breakfast,weekday,festival,winter,0.355,1,0.277,low,nonveg,0
104,Raita,3,North_Indian,group,West_Delhi,Beverages,0.335,369,1,North_Indian,dinner,weekday,none,monsoon,0.054,0,0.194,high,veg,1
53,Raita,3,North_Indian,group,West_Delhi,Desserts,0.485,317,1,North_Indian,breakfast,weekday,none,summer,0.273,0,0.361,medium,nonveg,0
114,Dal Makhani,2,North_Indian,solo,Gurgaon,North_Indian,0.32,430,2,North_Indian,breakfast,weekend,none,winter,0.204,1,0.645,medium,veg,1
12,Spring Roll,3,Chinese,group,West_Delhi,Chinese,0.443,552,4,Chinese,dinner,weekday,none,summer,0.247,1,0.864,high,veg,1
186,Ice Cream,3,Desserts,group,Navi_Mumbai,South_Indian,0.361,428,2,Desserts,dinner,weekend,none,monsoon,0.471,6,0.216,medium,veg,0
24,Choco Lava Cake,2,Desserts,solo,South_Delhi,Chinese,0.322,334,1,Desserts,snacks,weekday,birthday,monsoon,0.135,0,0.583,high,nonveg,1
155,Rasgulla,1,Desserts,solo,Noida,Chinese,0.541,347,1,Desserts,snacks,weekday,none,summer,0.262,2,0.421,medium,nonveg,0
155,Kheer,1,Desserts,solo,Noida,Desserts,0.282,434,3,Desserts,lunch,weekday,none,summer,0.659,0,0.455,medium,veg,0
198,Garlic Bread,3,Fast_Food,group,Noida,Desserts,0.129,320,2,Fast_Food,dinner,weekday,none,monsoon,0.184,1,0.609,low,veg,1
40,Choco Lava Cake,1,Desserts,solo,West_Delhi,Fast_Food,0.272,506,3,Desserts,dinner,weekday,festival,summer,0.258,2,0.627,low,nonveg,0
55,Choco Lava Cake,3,Desserts,group,Gurgaon,Chinese,0.109,390,2,Desserts,breakfast,weekend,anniversary,summer,0.6,0,0.101,medium,nonveg,0
14,Sambar,1,South_Indian,solo,South_Delhi,North_Indian,0.44,395,1,South_Indian,breakfast,weekday,festival,summer,0.169,1,0.575,high,dairy,0
178,Fries,3,Fast_Food,group,Navi_Mumbai,Chinese,0.273,437,2,Fast_Food,snacks,weekend,none,winter,0.104,13,0.858,medium,veg,1
61,Burger,1,Fast_Food,solo,South_Delhi,Chinese,0.111,298,1,Fast_Food,lunch,weekday,birthday,winter,0.186,3,0.229,low,veg,0
150,Vada,3,South_Indian,group,West_Delhi,Chinese,0.217,450,3,South_Indian,snacks,weekend,none,winter,0.443,5,0.633,medium,veg,0
33,Spring Roll,3,Chinese,group,Gurgaon,South_Indian,0.412,268,1,Chinese,dinner,weekday,none,summer,0.683,0,0.504,low,veg,0
22,Sambar,1,South_Indian,solo,South_Delhi,Fast_Food,0.439,309,1,South_Indian,lunch,weekend,none,monsoon,0.521,0,0.803,high,veg,0
122,Tea,1,Beverages,solo,Noida,Fast_Food,0.191,520,3,Beverages,breakfast,weekend,none,winter,0.186,0,0.947,low,egg,0
187,Burger,2,Fast_Food,solo,Navi_Mumbai,Beverages,0.121,251,1,Fast_Food,lunch,weekend,none,summer,0.603,1,0.431,low,dairy,0
122,Cold Coffee,1,Beverages,solo,Noida,Fast_Food,0.365,459,3,Beverages,dinner,weekend,none,summer,0.121,0,0.169,low,veg,0
21,Idli,1,South_Indian,solo,Navi_Mumbai,North_Indian,0.278,422,2,South_Indian,lunch,weekend,none,summer,0.062,4,0.597,medium,veg,0
21,Upma,1,South_Indian,solo,Navi_Mumbai,North_Indian,0.526,426,2,South_Indian,breakfast,weekday,none,summer,0.112,0,0.56,low,dairy,0
143,Roti,1,North_Indian,solo,Noida,Chinese,0.163,408,2,North_Indian,lunch,weekday,birthday,monsoon,0.531,3,0.659,low,veg,0
91,Pizza,2,Fast_Food,solo,Noida,Desserts,0.516,495,4,Fast_Food,snacks,weekend,none,summer,0.227,4,0.545,medium,nonveg,0
88,Sambar,3,South_Indian,group,West_Delhi,Beverages,0.294,434,3,South_Indian,breakfast,weekend,none,winter,0.371,0,0.153,low,veg,0
184,Manchurian,1,Chinese,solo,Navi_Mumbai,North_Indian,0.422,357,2,Chinese,snacks,weekday,none,monsoon,0.86,1,0.498,medium,veg,0
106,Sandwich,2,Fast_Food,solo,Navi_Mumbai,Beverages,0.285,436,2,Fast_Food,lunch,weekend,none,monsoon,0.368,0,0.581,high,nonveg,0
61,Pizza,1,Fast_Food,solo,South_Delhi,North_Indian,0.244,412,2,Fast_Food,snacks,weekday,none,winter,0.52,2,0.675,low,nonveg,0
70,Coke,3,Beverages,group,South_Delhi,Desserts,0.077,374,1,Beverages,dinner,weekday,none,summer,0.353,1,0.515,low,dairy,0
16,Vada,1,South_Indian,solo,Gurgaon,Desserts,0.254,501,2,South_Indian,lunch,weekday,none,monsoon,0.539,3,0.515,high,veg,0
190,Garlic Bread,1,Fast_Food,solo,South_Delhi,Chinese,0.202,336,1,Fast_Food,lunch,weekday,none,monsoon,0.226,8,0.451,medium,veg,0
37,Pepsi,1,Beverages,solo,Gurgaon,Fast_Food,0.203,363,2,Beverages,snacks,weekday,none,monsoon,0.102,2,0.605,medium,dairy,1
176,Fried Rice,2,Chinese,solo,Navi_Mumbai,Fast_Food,0.866,468,3,Chinese,lunch,weekend,none,monsoon,0.239,0,0.339,medium,veg,0
44,Papad,1,North_Indian,solo,Gurgaon,South_Indian,0.363,349,1,North_Indian,lunch,weekday,none,monsoon,0.231,2,0.507,medium,veg,0
95,Kheer,2,Desserts,solo,West_Delhi,Fast_Food,0.043,409,3,Desserts,lunch,weekday,none,monsoon,0.096,1,0.314,high,veg,0
7,Cheesy Dip,3,Fast_Food,group,South_Delhi,Fast_Food,0.711,404,2,Fast_Food,lunch,weekday,none,winter,0.309,9,0.626,medium,veg,1
36,Upma,1,South_Indian,solo,West_Delhi,Chinese,0.472,523,3,South_Indian,breakfast,weekday,none,monsoon,0.149,1,0.51,medium,dairy,0
122,Lassi,1,Beverages,solo,Noida,Fast_Food,0.339,514,4,Beverages,lunch,weekday,none,monsoon,0.091,4,0.286,medium,veg,0
155,Choco Lava Cake,1,Desserts,solo,Noida,South_Indian,0.26,586,4,Desserts,lunch,weekday,none,summer,0.437,3,0.33,low,egg,0
180,Sambar,1,South_Indian,solo,West_Delhi,Chinese,0.302,304,1,South_Indian,snacks,weekend,none,summer,0.335,4,0.624,medium,veg,1
128,Milkshake,1,Beverages,solo,Gurgaon,South_Indian,0.194,410,2,Beverages,snacks,weekend,none,monsoon,0.278,4,0.26,low,nonveg,1
2,Papad,2,North_Indian,solo,West_Delhi,Chinese,0.054,401,2,North_Indian,lunch,weekday,festival,monsoon,0.546,0,0.438,high,veg,0
80,Pepsi,3,Beverages,group,Navi_Mumbai,Chinese,0.318,511,3,Beverages,dinner,weekend,none,summer,0.235,3,0.395,low,veg,0
5,Nachos,1,Fast_Food,solo,Navi_Mumbai,Desserts,0.08,438,2,Fast_Food,dinner,weekday,festival,monsoon,0.128,1,0.518,low,nonveg,1
184,Manchurian,1,Chinese,solo,Navi_Mumbai,Desserts,0.193,441,3,Chinese,lunch,weekday,none,monsoon,0.436,0,0.69,high,veg,0
140,Spring Roll,4,Chinese,group,Noida,Chinese,0.451,354,1,Chinese,dinner,weekday,none,winter,0.303,2,0.504,low,nonveg,0
28,Chutney,2,South_Indian,solo,Navi_Mumbai,Desserts,0.463,298,1,South_Indian,dinner,weekday,none,winter,0.419,1,0.617,low,veg,0
27,Lassi,2,Beverages,solo,Navi_Mumbai,North_Indian,0.252,428,3,Beverages,dinner,weekday,none,summer,0.039,6,0.902,high,dairy,1
168,Brownie,1,Desserts,solo,Navi_Mumbai,Chinese,0.197,510,3,Desserts,snacks,weekday,none,summer,0.408,7,0.815,low,veg,0
73,Cheesy Dip,3,Fast_Food,group,Gurgaon,Chinese,0.279,404,2,Fast_Food,lunch,weekday,none,monsoon,0.123,2,0.301,medium,nonveg,0
53,Raita,3,North_Indian,group,West_Delhi,Beverages,0.105,501,3,North_Indian,lunch,weekday,none,winter,0.361,0,0.691,medium,nonveg,0
46,Fries,1,Fast_Food,solo,Gurgaon,Fast_Food,0.542,339,2,Fast_Food,snacks,weekday,none,winter,0.416,1,0.608,low,veg,0
17,Papad,2,North_Indian,solo,West_Delhi,South_Indian,0.32,449,2,North_Indian,lunch,weekday,festival,summer,0.246,0,0.541,medium,nonveg,0
81,Ice Cream,2,Desserts,solo,West_Delhi,North_Indian,0.369,455,2,Desserts,lunch,weekend,none,winter,0.612,2,0.303,low,veg,1
42,Manchurian,1,Chinese,solo,Gurgaon,South_Indian,0.434,373,1,Chinese,dinner,weekday,festival,winter,0.427,0,0.758,low,dairy,1
102,Chilli Paneer,1,Chinese,solo,Navi_Mumbai,Beverages,0.416,456,2,Chinese,dinner,weekday,none,winter,0.53,0,0.537,low,veg,0
8,Raita,2,North_Indian,solo,West_Delhi,Fast_Food,0.347,495,3,North_Indian,dinner,weekend,none,monsoon,0.209,4,0.678,low,veg,1
15,Roti,1,North_Indian,solo,Noida,Fast_Food,0.789,431,2,North_Indian,dinner,weekend,birthday,summer,0.319,2,0.568,medium,veg,0
87,Nachos,2,Fast_Food,solo,Gurgaon,Chinese,0.354,603,4,Fast_Food,snacks,weekday,none,winter,0.381,0,0.167,medium,nonveg,0
56,Tea,1,Beverages,solo,Navi_Mumbai,North_Indian,0.116,491,3,Beverages,dinner,weekday,none,monsoon,0.343,1,0.298,high,nonveg,0
192,Dal Makhani,3,North_Indian,group,Gurgaon,Beverages,0.091,326,2,North_Indian,lunch,weekday,none,monsoon,0.385,1,0.633,medium,nonveg,0
13,Spring Roll,1,Chinese,solo,Navi_Mumbai,Chinese,0.421,368,1,Chinese,breakfast,weekday,none,summer,0.297,3,0.438,low,dairy,0
197,Dosa,3,South_Indian,group,South_Delhi,South_Indian,0.544,376,1,South_Indian,snacks,weekday,none,summer,0.249,0,0.285,low,veg,0
162,Spring Roll,2,Chinese,solo,South_Delhi,Beverages,0.202,444,2,Chinese,dinner,weekday,none,summer,0.299,1,0.737,medium,veg,0
66,Manchurian,1,Chinese,solo,Noida,Beverages,0.184,358,2,Chinese,snacks,weekend,none,monsoon,0.364,1,0.693,low,nonveg,1
87,Fries,2,Fast_Food,solo,Gurgaon,Chinese,0.512,288,1,Fast_Food,snacks,weekday,none,monsoon,0.374,5,0.53,low,veg,0
175,Sandwich,1,Fast_Food,solo,South_Delhi,South_Indian,0.107,454,3,Fast_Food,breakfast,weekday,anniversary,winter,0.407,0,0.41,low,veg,0
130,Salad,2,North_Indian,solo,West_Delhi,Desserts,0.326,454,2,North_Indian,lunch,weekday,none,winter,0.416,0,0.546,medium,veg,0
190,Fries,1,Fast_Food,solo,South_Delhi,Beverages,0.336,358,1,Fast_Food,snacks,weekday,none,winter,0.566,1,0.576,low,veg,1
93,Paneer Tikka,2,North_Indian,solo,West_Delhi,South_Indian,0.463,508,3,North_Indian,dinner,weekend,festival,winter,0.677,0,0.333,medium,dairy,1
97,Rasgulla,2,Desserts,solo,Noida,Fast_Food,0.189,458,3,Desserts,dinner,weekday,none,monsoon,0.629,4,0.79,high,nonveg,0
99,Pepsi,1,Beverages,solo,West_Delhi,South_Indian,0.044,285,1,Beverages,lunch,weekday,none,summer,0.342,6,0.377,medium,veg,0
19,Nachos,1,Fast_Food,solo,Noida,Desserts,0.254,525,3,Fast_Food,snacks,weekday,festival,monsoon,0.578,0,0.358,low,veg,0
59,Roti,1,North_Indian,solo,West_Delhi,North_Indian,0.354,313,1,North_Indian,dinner,weekday,none,summer,0.267,0,0.602,low,dairy,0
80,Cold Coffee,3,Beverages,group,Navi_Mumbai,Chinese,0.274,315,1,Beverages,breakfast,weekday,none,winter,0.239,1,0.15,low,dairy,0
77,Choco Lava Cake,1,Desserts,solo,West_Delhi,Desserts,0.167,557,4,Desserts,lunch,weekday,festival,monsoon,0.497,1,0.275,low,dairy,0
140,Chilli Paneer,4,Chinese,group,Noida,South_Indian,0.154,460,2,Chinese,dinner,weekday,none,summer,0.352,5,0.717,medium,dairy,1
163,Rasgulla,2,Desserts,solo,West_Delhi,South_Indian,0.636,345,1,Desserts,snacks,weekday,none,summer,0.124,10,0.462,low,veg,0
51,Manchurian,3,Chinese,group,Noida,North_Indian,0.147,318,1,Chinese,lunch,weekend,none,winter,0.303,2,0.41,high,veg,0
196,Gulab Jamun,2,Desserts,solo,Noida,Beverages,0.657,472,3,Desserts,snacks,weekend,none,monsoon,0.269,0,0.538,high,veg,1
101,Fried Rice,2,Chinese,solo,Gurgaon,South_Indian,0.138,346,1,Chinese,dinner,weekday,none,summer,0.357,1,0.827,medium,nonveg,0
