Restaurant_Name,Delivery_Rating,Cuisine,Place_Name,City,Item_Name,Best_Seller,Prices,Average_Rating,Is_Bestseller,Restaurant_Popularity,Is_Highly_Rated,Is_Expensive
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Hot & Crispy Kurkure Style Simple Veg Fried Momo [6 Pieces],NONE,170,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Simple Veg Fried Momo [6 Pieces],NONE,150,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken & Cheese Fried Momo [6 Pieces],NONE,170,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Fried Wonton [6 Pieces],NONE,170,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Fried Ginger Fish Momo [6 Pieces],NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Hot & Crispy Kurkure Style Chicken & Cheese Fried Momo,NONE,180,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Hot & Crispy Kurkure Style Chicken Fried Momo,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawns Fried Wonton [6 Pieces],NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Simple Chicken Fried Momo [6 Pieces],NONE,160,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Hot Pot Soup Momo,NONE,160,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Tibet Thukpa Soup,NONE,160,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Hot Pot Soup Momo,NONE,175,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Tibet Thukpa Soup,NONE,175,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Hot Pot Soup Momo,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Tibet Thukpa Soup,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Cottage Cheese Steamed Open Bao,NONE,149,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Exotic Veg Steamed Open Bao,NONE,149,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Pepper Chicken Open Bao,NONE,160,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Shanghai Style Prawns Open Bao,NONE,180,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Steam Spicy Exotic Veg Char Siu Bun,NONE,149,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Steam Spicy Chinese Barbeque Chicken Bun,NONE,149,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Diet Veg Combo 1,NONE,379,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Diet Veg Combo 2,NONE,399,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Family Combo Veg,NONE,899,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Get Together Combo Veg,NONE,499,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Meal Combo Veg,NONE,419,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Diet Non Veg Combo 1,NONE,389,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Diet Non Veg Combo 2,NONE,399,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Family Combo Non- Veg,NONE,949,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Get Together Combo Non Veg,NONE,499,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Meal Combo Non Veg,NONE,429,3.85,1,192,0,1
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Mushroom,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Paneer,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Crispy Honey Chilli Potato,NONE,175,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Manchurian Dry,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Spring Roll,NONE,180,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Butter Garlic Prawns,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Lollipop,NONE,239,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Manchurian Dry,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Spring Roll,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Fish,NONE,290,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Prawns,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Indo Chinese Chilli Chicken,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Pepper Chicken Starter,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Steam Fish With Ginger Chilly,NONE,299,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Steam Fish With Sriracha Sauce,NONE,299,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Thai Chilli Basil Chicken,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Wok Tossed Chiken Wings,NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Burnt Garlic Fried Rice,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Chilli Garlic Fried Rice,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Classic Style Fried Rice,NONE,180,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Schezwan Fried Rice,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Thai Chilli Basil Fried Rice,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Burnt Garlic Fried Rice,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Chilli Garlic Fried Rice,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Classic Style Fried Rice,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Schezwan Fried Rice,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Thai Chilli Basil Fried Rice,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Burnt Garlic Fried Rice,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Chilli Garlic Fried Rice,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Classic Style Fried Rice,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Nasi Goreng [Indonesian Fried Rice],NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Schezwan Fried Rice,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Thai Chilli Basil Fried Rice,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Nasi Goreng [Indonesian Fried Rice],NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Thai Chilli Basil Fried Rice,NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawns Burnt Garlic Fried Rice,NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawns Chilli Garlic Fried Rice,NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawns Classic Style Fried Rice,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawns Schezwan Fried Rice,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Burnt Garlic Fried Rice",NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Chilli Garlic Fried Rice",NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Classic Style Fried Rice",NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Nasi Goreng [Indonesian Fried Rice]",NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Schezwan Fried Rice",NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Thai Chilli Basil Fried Rice",NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Chilli Garlic Noodles,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Classic Hakka Noodles,NONE,180,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Japanese Udon Noodles,NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Malaysian Noodles,NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Pad Thai Noodles,NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Ramen Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Schezwan Noodles,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Shanghai Noodles,NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Soba Noodles,NONE,225,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Chilli Garlic Noodles,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Classic Hakka Noodles,NONE,190,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Egg Schezwan Noodles,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Chilli Garlic Noodles,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Classic Hakka Noodles,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Japanese Udon Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Malaysian Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Pad Thai Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Ramen Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Schezwan Noodles,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Shanghai Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Soba Noodles,NONE,245,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Chilli Garlic Noodles,NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Classic Hakka Noodles,NONE,209,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Japanese Udon Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Malaysian Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Pad Thai Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Ramen Noodles,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Schezwan Noodles,NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Shanghai Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Singapore Style Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Soba Noodles,NONE,260,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Chilli Garlic Noodles",NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Classic Hakka Noodles",NONE,219,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Japanese Udon Noodles",NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Malaysian Noodles",NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Pad Thai Noodles",NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Schezwan Noodles",NONE,229,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Shanghai Noodles",NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,"Mix [Egg, Chicken & Prawn] Soba Noodles",NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Mushroom Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chilli Paneer Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Exotic Paneer With Burnt Garlic Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Exotic Vegetable With Burn Garlic Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Hot Garlic Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Kung Pao Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Manchurian Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Mushroom Manchurian Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Paneer Hot Garlic Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Chilli Style Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Hot Garlic Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Kung Pao Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Manchurian Gravy,NONE,199,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Chilli Style Gravy,NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Hot Garlic Gravy,NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Kung Pao Gravy,NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Manchurian Gravy,NONE,249,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Thai Green Curry With Steam Rice,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Thai Red Curry With Steam Rice,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Veg Thai Yellow Curry With Steam Rice,NONE,275,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Thai Green Curry With Steam Rice,NONE,290,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Thai Red Curry With Steam Rice,NONE,290,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chicken Thai Yellow Curry With Steam Rice,NONE,290,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Thai Green Curry With Steam Rice,NONE,299,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Thai Red Curry With Steam Rice,NONE,299,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Prawn Thai Yellow Curry With Steam Rice,NONE,299,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Chocolate Momos [2 Pieces],NONE,99,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Sweet Coconut Wonton [2 Pieces],NONE,99,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Coke [300 Ml],NOT ON PRO,30,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Sprite [300 Ml],NOT ON PRO,60,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Black Bean Sauce,NONE,15,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Green Chilli Coriander Sauce,NONE,15,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Mayonnaise Sauce,NONE,15,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Mushroom Coconut Creme Sauce,NONE,20,3.85,1,192,0,0
Dimsum Momo Express,3.8,Chinese,Chembur, Mumbai,Schezwan Sauce,NONE,15,3.85,1,192,0,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Burst Garden Fresh Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Margherita Pizza,BESTSELLER,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Quattro Fiamma Pizza,NONE,399,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Exotica Pizza,MUST TRY,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Margherita Pizza,MUST TRY,219,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Exotica Pizza,BESTSELLER,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Any 2 Medium Pizza Combo @ 399 each,BESTSELLER,798,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Tandoori Paneer Pizza,MUST TRY,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Italian Garden Pizza,BESTSELLER,269,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Margherita Pizza,BESTSELLER,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Any 2 Jain Medium Pizza Combo @ 399 each,NONE,798,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Full Smash Pizza,NONE,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Boss's Favourite Pizza,MUST TRY,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Burst Garden Fresh Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Chocolate Lava Cake,BESTSELLER,99,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Boss's Favourite Pizza,MUST TRY,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Margherita Pizza,MUST TRY,219,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Garden Fresh Pizza,MUST TRY,279,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Mexxi - Yo Pizza,NONE,279,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Mexxi - Yo Pizza,NONE,269,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Burst Full Smash Pizza,NONE,399,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Fiamma Pizza,MUST TRY,249,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,"8"" Whole Wheat Exotica Pizza",NONE,319,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Full Smash Pizza,MUST TRY,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Creamy Alfredo Mushroom Pasta,BESTSELLER,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Penne Arrabbiata Exotica Pasta,NONE,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Paneer Tikka Pizza,NONE,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,"8"" Whole Wheat Italian Garden Pizza",BESTSELLER,289,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Any 2 Regular Pizza @ 269 each,NONE,539,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Double Cheese Pizza,NONE,259,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Spicy Veg Pizza,NONE,239,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,"8"" Whole Wheat Margherita Pizza",NONE,239,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Al Fungi Pizza,NONE,399,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Exotica Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Full Smash Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Plain Cheese Pizza,MUST TRY,189,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Chilli Garlic Bread,NONE,179,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheesy Garlic Bread,NONE,179,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Potato Wedges,NONE,169,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Garlic Bread platter,NONE,189,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Margherita Pizza,BESTSELLER,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Fiamma Pizza,NONE,329,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Full Smash Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Exotica Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Bocconcini Boss's Favourite Pizza,NONE,379,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Quattro Fiamma Pizza,NONE,399,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Al Fungi Pizza,NONE,399,4,1,126,1,1
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Four Cheese Pizza,NONE,289,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Jain Four Cheese Pizza,NONE,289,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Burst Margherita Pizza,NONE,299,4,1,126,1,0
Juno's Pizza - Baking Fresh Since 1974,3.8,Beverages,Lower Parel, Mumbai,Cheese Burst Cheese & Corn Pizza,NONE,339,4,1,126,1,1
